File                                sources  ra_min      ra_max      dec_min     dec_max
GaiaSource_460259-460272.csv.fapec  562594   277.032053  278.611733  -28.971148  -27.954358
GaiaSource_460273-460287.csv.fapec  540200   277.735309  279.139663  -28.460296  -27.281803
GaiaSource_460288-460298.csv.fapec  610103   272.109705  273.514142  -32.796737  -31.739416
GaiaSource_460299-460309.csv.fapec  600595   272.285682  274.217758  -32.089238  -31.214491
GaiaSource_460310-460320.csv.fapec  630463   271.934256  274.045949  -32.088603  -30.692788
GaiaSource_460321-460331.csv.fapec  641185   271.406981  272.812060  -31.913297  -31.039769
GaiaSource_460332-460342.csv.fapec  645143   271.758532  273.515087  -31.387460  -30.518834
GaiaSource_460343-460353.csv.fapec  640222   272.109796  274.569118  -31.387879  -30.001309
GaiaSource_460354-460364.csv.fapec  612590   273.517245  274.921433  -31.213477  -30.345673
GaiaSource_460365-460375.csv.fapec  594300   273.868314  275.623599  -30.690774  -29.656770
GaiaSource_460376-460386.csv.fapec  626851   273.165703  275.272698  -30.689965  -29.313847
GaiaSource_460387-460397.csv.fapec  647390   272.813229  274.218024  -30.344278  -29.485443
GaiaSource_460398-460408.csv.fapec  637627   273.165375  274.921099  -29.999462  -28.972380
GaiaSource_460409-460419.csv.fapec  632853   271.056619  274.569733  -31.387079  -28.631313
GaiaSource_460420-460430.csv.fapec  633290   270.703962  272.108020  -31.038734  -30.172638
GaiaSource_460431-460441.csv.fapec  647051   271.231354  272.811966  -30.689991  -29.656778
GaiaSource_460442-460452.csv.fapec  657078   270.352504  272.459937  -30.691547  -29.314902
GaiaSource_460453-460463.csv.fapec  664427   270.000428  271.404953  -30.344045  -29.313806
GaiaSource_460464-460474.csv.fapec  651206   270.704686  272.108588  -29.998642  -28.972749
GaiaSource_460475-460484.csv.fapec  597329   270.879632  273.339639  -29.998270  -28.631549
GaiaSource_460485-460495.csv.fapec  650186   272.110338  273.514419  -29.654877  -28.631943
GaiaSource_460496-460506.csv.fapec  636127   272.812859  274.217563  -29.311547  -28.292459
GaiaSource_460507-460517.csv.fapec  644532   271.760057  273.866736  -29.313371  -27.953787
GaiaSource_460518-460527.csv.fapec  596303   271.407276  272.635211  -28.970561  -27.953834
GaiaSource_460528-460538.csv.fapec  645726   272.109619  273.514141  -28.630054  -27.616554
GaiaSource_460539-460549.csv.fapec  608222   272.286110  276.327075  -29.998697  -27.279068
GaiaSource_460550-460560.csv.fapec  595015   274.922454  276.502713  -29.655905  -28.631584
GaiaSource_460561-460571.csv.fapec  570969   275.626256  277.029436  -29.141172  -28.291902
GaiaSource_460572-460582.csv.fapec  609930   274.571457  276.680187  -29.312741  -27.953692
GaiaSource_460583-460593.csv.fapec  624557   274.219033  275.975456  -28.971282  -27.954507
GaiaSource_460594-460604.csv.fapec  617109   274.922273  276.327811  -28.459344  -27.616360
GaiaSource_460605-460616.csv.fapec  580831   275.274551  277.733125  -28.630067  -27.281331
GaiaSource_460617-460629.csv.fapec  592165   276.329119  278.435063  -28.122066  -27.113553
GaiaSource_460630-460641.csv.fapec  566604   276.153094  278.260990  -27.952480  -26.610420
GaiaSource_460642-460652.csv.fapec  603571   275.625168  277.030376  -27.782992  -26.945145
GaiaSource_460653-460664.csv.fapec  620900   275.977215  277.733135  -27.278462  -26.278642
GaiaSource_460665-460675.csv.fapec  611770   273.867864  277.382258  -28.630281  -25.945668
GaiaSource_460676-460686.csv.fapec  635674   273.516048  274.921089  -28.291080  -27.447920
GaiaSource_460687-460697.csv.fapec  630836   274.043287  275.623921  -27.952989  -26.944929
GaiaSource_460698-460708.csv.fapec  641189   273.165059  275.272883  -27.952433  -26.611222
GaiaSource_460709-460719.csv.fapec  652752   272.813065  274.218052  -27.614369  -26.611483
GaiaSource_460720-460730.csv.fapec  650028   273.516273  274.920196  -27.278229  -26.277239
GaiaSource_460731-460740.csv.fapec  582104   273.692375  276.150842  -27.278222  -25.945161
GaiaSource_460741-460751.csv.fapec  612538   274.923740  276.326665  -26.943812  -25.944730
GaiaSource_460752-460762.csv.fapec  607146   275.625537  277.031219  -26.609998  -25.614390
GaiaSource_460763-460773.csv.fapec  615805   274.571733  276.678745  -26.609830  -25.282881
GaiaSource_460774-460784.csv.fapec  637656   274.219335  275.799905  -26.275791  -25.283280
GaiaSource_460785-460795.csv.fapec  627621   274.922873  276.327531  -25.778113  -24.954487
GaiaSource_460796-460809.csv.fapec  593651   263.848675  275.975667  -35.683960  -24.625209
GaiaSource_460810-460823.csv.fapec  621922   263.672887  265.780568  -35.136380  -33.869359
GaiaSource_460824-460841.csv.fapec  567166   263.146601  265.428230  -34.951451  -33.511403
GaiaSource_460842-460864.csv.fapec  571228   262.970849  265.956488  -34.405013  -32.801122
GaiaSource_460865-460879.csv.fapec  661612   265.078534  266.483193  -34.047603  -32.798105
GaiaSource_460880-460899.csv.fapec  601360   264.727618  267.186172  -33.509163  -32.092288
GaiaSource_460900-460941.csv.fapec  578464   262.268662  266.482347  -34.225669  -31.391482
GaiaSource_460942-460995.csv.fapec  537662   261.564632  264.724068  -33.508220  -31.388796
GaiaSource_460996-461057.csv.fapec  543561   262.970329  267.536910  -32.796528  -30.002124
GaiaSource_461058-461084.csv.fapec  665555   266.485368  268.593456  -32.617289  -31.039412
GaiaSource_461085-461111.csv.fapec  635240   265.782075  268.241636  -32.089574  -30.345519
GaiaSource_461112-461127.csv.fapec  692389   266.486638  269.295685  -31.387679  -30.000930
GaiaSource_461128-461139.csv.fapec  739714   267.891277  269.648264  -31.038851  -30.000280
GaiaSource_461140-461150.csv.fapec  759610   268.594469  269.998199  -30.344376  -29.485329
GaiaSource_461151-461161.csv.fapec  680797   267.364262  269.471435  -30.690652  -29.314155
GaiaSource_461162-461172.csv.fapec  672936   267.188956  269.120350  -30.170439  -29.313686
GaiaSource_461173-461183.csv.fapec  730779   267.890890  269.296559  -29.655010  -28.631262
GaiaSource_461184-461253.csv.fapec  590433   264.376723  267.889826  -31.387150  -28.631397
GaiaSource_461254-461275.csv.fapec  653086   266.486634  268.593100  -29.652120  -28.292314
GaiaSource_461276-461325.csv.fapec  585555   260.859758  268.240437  -32.795440  -27.282501
GaiaSource_461326-461348.csv.fapec  540598   260.508722  262.968655  -32.089499  -30.693532
GaiaSource_461349-461373.csv.fapec  541029   260.156290  262.264274  -31.736750  -30.173291
GaiaSource_461374-461389.csv.fapec  566812   261.212220  263.670393  -31.387383  -30.001094
GaiaSource_461390-461403.csv.fapec  584486   262.617907  264.374041  -30.690779  -29.657326
GaiaSource_461404-461416.csv.fapec  592464   261.739382  264.022919  -30.689639  -29.315349
GaiaSource_461417-461429.csv.fapec  586453   261.563081  263.670359  -30.172226  -29.142871
GaiaSource_461430-461447.csv.fapec  578954   259.805875  263.495367  -31.386215  -28.631666
GaiaSource_461448-461462.csv.fapec  605350   259.453934  261.562092  -31.038256  -29.828740
GaiaSource_461463-461475.csv.fapec  613657   259.102882  261.386303  -30.689504  -29.313993
GaiaSource_461476-461487.csv.fapec  695426   258.751030  260.154708  -30.344714  -29.314217
GaiaSource_461488-461499.csv.fapec  628284   259.454063  260.857045  -29.999376  -28.971460
GaiaSource_461500-461512.csv.fapec  632248   259.805273  262.265332  -29.998088  -28.632670
GaiaSource_461513-461524.csv.fapec  612654   260.859649  262.792127  -29.483727  -28.631480
GaiaSource_461525-461537.csv.fapec  625838   260.684595  262.968447  -29.310677  -27.953712
GaiaSource_461538-461553.csv.fapec  575330   260.157185  261.913524  -29.141973  -27.953785
GaiaSource_461554-461567.csv.fapec  628583   260.861065  262.265176  -28.459399  -27.280199
GaiaSource_461568-461582.csv.fapec  538989   263.672814  265.075014  -29.998984  -28.801335
GaiaSource_461583-461601.csv.fapec  613832   263.497605  265.779459  -29.312462  -27.955181
GaiaSource_461602-461616.csv.fapec  549306   262.969755  264.549506  -29.139879  -27.953753
GaiaSource_461617-461632.csv.fapec  582332   263.673678  265.953797  -28.625704  -27.280533
GaiaSource_461633-461658.csv.fapec  618795   265.079844  267.185574  -28.460562  -26.946124
GaiaSource_461659-461672.csv.fapec  617304   264.550980  266.834272  -27.951840  -26.610657
GaiaSource_461673-461687.csv.fapec  628174   264.375903  266.483075  -27.447477  -26.278116
GaiaSource_461688-461701.csv.fapec  609073   262.618180  266.132128  -28.630139  -25.945924
GaiaSource_461702-461715.csv.fapec  576048   262.266091  264.022602  -28.290901  -27.281007
GaiaSource_461716-461730.csv.fapec  604227   261.916297  264.373509  -27.951324  -26.611896
GaiaSource_461731-461755.csv.fapec  571723   261.563557  263.669978  -27.615283  -26.278938
GaiaSource_461756-461775.csv.fapec  619481   262.619321  265.077159  -27.278175  -25.946081
GaiaSource_461776-461792.csv.fapec  680988   263.496921  265.780097  -26.609535  -25.283285
GaiaSource_461793-461823.csv.fapec  599283   262.969654  265.077449  -26.442133  -24.625640
GaiaSource_461824-461834.csv.fapec  697045   269.297963  270.701468  -29.999212  -28.973916
GaiaSource_461835-461844.csv.fapec  598766   269.473065  271.230056  -29.312261  -28.631509
GaiaSource_461845-461855.csv.fapec  634803   270.000477  271.405008  -28.971256  -27.954408
GaiaSource_461856-461866.csv.fapec  741339   268.595254  269.999302  -29.312772  -28.292616
GaiaSource_461867-461877.csv.fapec  686520   268.770307  270.702451  -28.630488  -27.786816
GaiaSource_461878-461888.csv.fapec  633618   269.297510  271.581463  -28.630248  -27.280608
GaiaSource_461889-461899.csv.fapec  638092   270.704311  272.108284  -28.460545  -27.616670
GaiaSource_461900-461910.csv.fapec  637753   271.055606  272.811749  -27.952379  -27.112429
GaiaSource_461911-461921.csv.fapec  622282   270.528548  272.635833  -27.951888  -26.611050
GaiaSource_461922-461932.csv.fapec  600200   270.000524  271.405142  -27.783000  -26.945335
GaiaSource_461933-461943.csv.fapec  607957   270.352605  272.108763  -27.278895  -26.277627
GaiaSource_461944-461955.csv.fapec  639961   268.243212  271.756848  -28.630368  -25.945174
GaiaSource_461956-461972.csv.fapec  659308   267.893037  269.823432  -28.291226  -27.280372
GaiaSource_461973-462015.csv.fapec  574241   267.188562  269.999544  -27.951031  -25.945668
GaiaSource_462016-462031.csv.fapec  603515   269.298400  270.701892  -27.279149  -25.946198
GaiaSource_462032-462055.csv.fapec  562421   268.946380  271.405179  -26.609834  -25.283206
GaiaSource_462056-462083.csv.fapec  579676   268.596599  273.163200  -27.278612  -24.625878
GaiaSource_462084-462094.csv.fapec  634034   272.109812  273.515429  -26.943638  -26.110955
GaiaSource_462095-462105.csv.fapec  642471   272.637560  274.217921  -26.609301  -25.613992
GaiaSource_462106-462116.csv.fapec  610828   271.758458  273.865631  -26.608964  -25.283047
GaiaSource_462117-462127.csv.fapec  610322   271.406390  272.811178  -26.276245  -25.284228
GaiaSource_462128-462139.csv.fapec  633553   272.109664  273.515411  -25.943782  -24.953835
GaiaSource_462140-462151.csv.fapec  622414   272.461875  274.921335  -25.943443  -24.625225
GaiaSource_462152-462162.csv.fapec  622686   273.516588  275.271946  -25.611622  -24.624585
GaiaSource_462163-462172.csv.fapec  574069   274.219515  275.622929  -24.952302  -24.296989
GaiaSource_462173-462184.csv.fapec  635142   272.989776  275.272978  -25.282522  -23.970712
GaiaSource_462185-462197.csv.fapec  631051   272.815734  274.921132  -24.788244  -23.806647
GaiaSource_462198-462208.csv.fapec  612065   271.231047  274.745641  -25.943568  -23.318971
GaiaSource_462209-462224.csv.fapec  580479   270.704394  272.284777  -25.778181  -24.624478
GaiaSource_462225-462254.csv.fapec  570435   270.001831  272.811726  -25.282177  -23.971347
GaiaSource_462255-462285.csv.fapec  560602   270.529793  273.515324  -24.623214  -23.319863
GaiaSource_462286-462299.csv.fapec  583028   272.463515  274.218334  -23.968883  -22.994143
GaiaSource_462300-462321.csv.fapec  567814   271.407974  273.867028  -23.967908  -22.669878
GaiaSource_462322-462347.csv.fapec  580745   266.485130  273.513971  -27.277477  -22.026132
GaiaSource_462348-462377.csv.fapec  613011   265.957419  268.590675  -26.609447  -25.284568
GaiaSource_462378-462401.csv.fapec  614280   265.782587  268.941809  -26.109514  -24.627800
GaiaSource_462402-462443.csv.fapec  610498   267.188722  269.998945  -25.776019  -23.971801
GaiaSource_462444-462467.csv.fapec  602731   265.430718  269.294618  -25.943930  -23.319210
GaiaSource_462468-462482.csv.fapec  661358   265.080419  266.835203  -25.612422  -24.626013
GaiaSource_462483-462496.csv.fapec  664481   264.902744  267.186113  -25.281847  -23.970521
GaiaSource_462497-462509.csv.fapec  754455   264.375640  265.780662  -25.117089  -24.134115
GaiaSource_462510-462521.csv.fapec  800615   264.727358  266.483836  -24.623402  -23.645203
GaiaSource_462522-462534.csv.fapec  760029   265.079308  267.890045  -24.623740  -23.318538
GaiaSource_462535-462547.csv.fapec  768068   266.486714  268.241536  -24.295603  -23.318548
GaiaSource_462548-462560.csv.fapec  729070   266.309293  268.592371  -23.969294  -22.670277
GaiaSource_462561-462571.csv.fapec  743330   265.782079  267.186814  -23.805920  -22.993870
GaiaSource_462572-462583.csv.fapec  791532   266.133493  267.889971  -23.317370  -22.347256
GaiaSource_462584-462612.csv.fapec  714936   266.486075  271.227993  -24.623349  -22.024705
GaiaSource_462613-462653.csv.fapec  547762   268.594836  271.404813  -23.965288  -22.186251
GaiaSource_462654-462702.csv.fapec  544061   269.650826  272.811408  -23.317012  -21.383321
GaiaSource_462703-462731.csv.fapec  577317   267.891464  272.107387  -23.317674  -20.746649
GaiaSource_462732-462754.csv.fapec  627693   267.539780  269.996161  -22.669037  -21.382480
GaiaSource_462755-462768.csv.fapec  690199   267.188102  268.767150  -22.345868  -21.382352
GaiaSource_462769-462784.csv.fapec  622409   267.891251  270.174193  -22.022716  -20.742939
GaiaSource_462785-462817.csv.fapec  577374   269.122103  271.405526  -21.862502  -20.107390
GaiaSource_462818-462831.csv.fapec  619018   268.594927  269.998681  -21.221191  -20.106844
GaiaSource_462832-462858.csv.fapec  563353   269.298454  281.951343  -29.997486  -19.471985
GaiaSource_462859-462887.csv.fapec  525810   280.195563  282.655503  -29.312644  -27.955317
GaiaSource_462888-462913.csv.fapec  531595   279.846238  283.005883  -28.969853  -27.281543
GaiaSource_462914-462954.csv.fapec  535780   281.251310  284.057709  -28.458292  -26.613329
GaiaSource_462955-462984.csv.fapec  533725   279.318647  283.358100  -28.627551  -25.945529
GaiaSource_462985-463007.csv.fapec  541388   279.142882  281.247945  -28.120546  -26.611617
GaiaSource_463008-463024.csv.fapec  540981   278.438860  280.017860  -27.952528  -26.612647
GaiaSource_463025-463048.csv.fapec  536604   279.142266  281.952662  -27.279020  -25.947611
GaiaSource_463049-463078.csv.fapec  543046   280.196378  282.655054  -26.776334  -25.283504
GaiaSource_463079-463105.csv.fapec  534222   279.844370  284.413533  -27.277965  -24.625661
GaiaSource_463106-463160.csv.fapec  521561   282.658336  285.464800  -27.108976  -24.955125
GaiaSource_463161-463223.csv.fapec  522887   283.362147  286.873134  -25.942884  -23.644662
GaiaSource_463224-463267.csv.fapec  529126   281.603493  285.814611  -25.943006  -23.318345
GaiaSource_463268-463307.csv.fapec  532565   281.251246  284.762763  -24.952409  -23.319257
GaiaSource_463308-463352.csv.fapec  535945   282.658628  285.465584  -23.968672  -22.348271
GaiaSource_463353-463371.csv.fapec  563757   277.735676  284.412029  -27.277255  -22.026105
GaiaSource_463372-463390.csv.fapec  553994   278.087115  279.842727  -26.609763  -25.448435
GaiaSource_463391-463403.csv.fapec  562574   277.032595  279.315158  -26.609861  -25.283800
GaiaSource_463404-463417.csv.fapec  566022   277.383806  279.139293  -25.944092  -24.955055
GaiaSource_463418-463434.csv.fapec  546605   277.734973  280.546142  -25.942437  -24.624225
GaiaSource_463435-463455.csv.fapec  546528   279.317827  281.248244  -25.282186  -23.971996
GaiaSource_463456-463471.csv.fapec  548771   278.438442  279.843315  -25.281784  -23.970736
GaiaSource_463472-463488.csv.fapec  561524   276.855759  280.545140  -25.943761  -23.320870
GaiaSource_463489-463500.csv.fapec  615085   276.329563  277.733724  -25.778372  -24.953588
GaiaSource_463501-463512.csv.fapec  572789   276.680346  278.436837  -25.281589  -24.297095
GaiaSource_463513-463524.csv.fapec  592947   275.977526  278.085238  -25.281351  -23.970817
GaiaSource_463525-463535.csv.fapec  605428   275.625204  277.030661  -24.952143  -23.970072
GaiaSource_463536-463548.csv.fapec  623194   276.329569  277.733638  -24.622675  -23.643807
GaiaSource_463549-463561.csv.fapec  575424   276.680492  279.139710  -24.623510  -23.318992
GaiaSource_463562-463575.csv.fapec  569145   277.735266  279.841983  -24.132541  -22.995490
GaiaSource_463576-463589.csv.fapec  590476   277.384001  279.490812  -23.969305  -22.671256
GaiaSource_463590-463602.csv.fapec  610058   277.032064  278.786934  -23.641373  -22.670559
GaiaSource_463603-463615.csv.fapec  582236   277.735392  279.138747  -22.992309  -22.025347
GaiaSource_463616-463646.csv.fapec  531403   280.549649  282.653869  -24.623510  -22.832248
GaiaSource_463647-463668.csv.fapec  523900   279.844259  282.127232  -23.968885  -22.669926
GaiaSource_463669-463701.csv.fapec  540340   280.548950  284.059361  -23.316641  -21.865369
GaiaSource_463702-463734.csv.fapec  543672   281.250449  283.885799  -22.668572  -21.222764
GaiaSource_463735-463755.csv.fapec  529056   279.141495  283.180930  -23.316985  -20.743862
GaiaSource_463756-463776.csv.fapec  546439   278.966086  281.247970  -22.668985  -21.383215
GaiaSource_463777-463791.csv.fapec  546888   278.439587  279.842228  -22.506733  -21.382410
GaiaSource_463792-463810.csv.fapec  538207   279.140944  281.599180  -22.023008  -20.742823
GaiaSource_463811-463839.csv.fapec  546431   280.547579  282.655842  -21.701346  -20.106756
GaiaSource_463840-463862.csv.fapec  539614   279.845004  281.952003  -21.379551  -19.947208
GaiaSource_463863-463919.csv.fapec  530381   280.549293  288.279926  -24.622383  -19.472281
GaiaSource_463920-464003.csv.fapec  523083   285.119816  289.684627  -23.316912  -20.744662
GaiaSource_464004-464058.csv.fapec  526087   284.065498  286.872169  -22.990770  -21.064987
GaiaSource_464059-464123.csv.fapec  526097   284.943239  288.279778  -22.021685  -19.789847
GaiaSource_464124-464225.csv.fapec  516973   286.527005  292.493904  -22.023382  -18.845955
GaiaSource_464226-464311.csv.fapec  518375   286.875976  291.795681  -20.741349  -18.210304
GaiaSource_464312-464390.csv.fapec  515198   283.713889  291.087517  -22.021494  -16.958936
GaiaSource_464391-464430.csv.fapec  542635   282.656753  285.468118  -21.701964  -20.107916
GaiaSource_464431-464477.csv.fapec  535310   283.187847  286.870441  -20.741736  -18.997305
GaiaSource_464478-464519.csv.fapec  525090   282.305503  286.344781  -20.741693  -18.212677
GaiaSource_464520-464548.csv.fapec  534661   281.603016  284.060629  -20.422905  -18.841440
GaiaSource_464549-464574.csv.fapec  550608   281.253549  283.358653  -19.786436  -18.367912
GaiaSource_464575-464611.csv.fapec  530095   282.481522  285.467610  -19.467146  -17.584073
GaiaSource_464612-464647.csv.fapec  532693   282.658089  287.575338  -19.469960  -16.958417
GaiaSource_464648-464704.csv.fapec  522094   285.473080  288.454473  -19.153488  -16.958374
GaiaSource_464705-464770.csv.fapec  523097   285.118987  289.682811  -18.207822  -15.715220
GaiaSource_464771-464814.csv.fapec  519511   284.064383  286.873245  -17.893403  -16.338053
GaiaSource_464815-464863.csv.fapec  520748   284.591509  288.278283  -16.956719  -15.096420
GaiaSource_464864-464898.csv.fapec  524875   275.273551  287.578170  -24.623705  -14.479038
GaiaSource_464899-464909.csv.fapec  614499   274.922553  276.326613  -24.295912  -23.481755
GaiaSource_464910-464920.csv.fapec  594393   275.274985  277.030266  -23.968648  -22.993966
GaiaSource_464921-464931.csv.fapec  600487   274.571168  276.678791  -23.967607  -22.670130
GaiaSource_464932-464942.csv.fapec  607541   274.219279  275.624118  -23.642620  -22.831892
GaiaSource_464943-464954.csv.fapec  640715   274.746710  276.327961  -23.317177  -22.347308
GaiaSource_464955-464966.csv.fapec  615946   275.099356  277.732412  -23.317670  -22.025084
GaiaSource_464967-464977.csv.fapec  584378   276.328545  278.084997  -22.992760  -22.024557
GaiaSource_464978-464989.csv.fapec  594557   277.031891  278.436971  -22.507562  -21.543032
GaiaSource_464990-465001.csv.fapec  623394   275.802549  277.908970  -22.669384  -21.382377
GaiaSource_465002-465013.csv.fapec  596310   275.626452  277.733176  -22.184102  -21.222996
GaiaSource_465014-465026.csv.fapec  618076   273.867833  277.556946  -23.316964  -20.742744
GaiaSource_465027-465038.csv.fapec  608568   273.516867  274.921434  -22.992801  -22.186887
GaiaSource_465039-465051.csv.fapec  615746   274.044423  275.623848  -22.668391  -21.704304
GaiaSource_465052-465064.csv.fapec  577371   272.989556  275.272202  -22.668016  -21.383195
GaiaSource_465065-465081.csv.fapec  607784   272.813340  274.920324  -22.184715  -21.063773
GaiaSource_465082-465096.csv.fapec  587130   273.517816  276.325690  -22.023008  -20.744099
GaiaSource_465097-465111.csv.fapec  598256   274.922654  277.029642  -21.541890  -20.424105
GaiaSource_465112-465136.csv.fapec  582361   274.220856  276.679241  -21.381007  -20.106605
GaiaSource_465137-465152.csv.fapec  561498   274.923149  278.612626  -22.022632  -19.470285
GaiaSource_465153-465165.csv.fapec  538203   277.734773  279.139857  -21.863194  -20.902483
GaiaSource_465166-465180.csv.fapec  562039   278.087206  279.842680  -21.380627  -20.424107
GaiaSource_465181-465194.csv.fapec  552637   277.031979  279.490644  -21.380955  -20.106195
GaiaSource_465195-465208.csv.fapec  544730   277.207633  279.139582  -20.741564  -19.788521
GaiaSource_465209-465224.csv.fapec  549397   277.735047  280.544781  -20.742091  -19.473162
GaiaSource_465225-465243.csv.fapec  552767   279.141121  281.248079  -20.262954  -19.155826
GaiaSource_465244-465260.csv.fapec  563015   278.438684  280.897323  -20.104500  -18.839694
GaiaSource_465261-465278.csv.fapec  540407   278.789826  280.546485  -19.469418  -18.367531
GaiaSource_465279-465294.csv.fapec  571586   276.328780  280.017721  -20.741254  -18.210289
GaiaSource_465295-465308.csv.fapec  556090   276.856625  278.435749  -20.104899  -19.155364
GaiaSource_465309-465323.csv.fapec  574642   275.625819  278.084868  -20.105229  -18.840279
GaiaSource_465324-465336.csv.fapec  582658   275.977342  277.733180  -19.470537  -18.524832
GaiaSource_465337-465350.csv.fapec  570623   276.329267  279.140070  -19.470423  -18.210853
GaiaSource_465351-465366.csv.fapec  583505   277.735064  279.843130  -19.153855  -18.052755
GaiaSource_465367-465381.csv.fapec  575447   277.383208  279.666468  -18.837925  -17.584220
GaiaSource_465382-465396.csv.fapec  574985   277.031438  278.963888  -18.524011  -17.583771
GaiaSource_465397-465414.csv.fapec  572238   272.464215  279.139798  -22.023331  -16.958015
GaiaSource_465415-465444.csv.fapec  545894   271.759868  274.217924  -21.701127  -20.107494
GaiaSource_465445-465494.csv.fapec  555711   271.410279  275.624752  -21.059399  -19.313690
GaiaSource_465495-465527.csv.fapec  536821   272.814772  275.448572  -20.104886  -18.525862
GaiaSource_465528-465573.csv.fapec  538265   270.353944  274.569316  -20.739123  -18.212027
GaiaSource_465574-465614.csv.fapec  541497   270.003512  273.514855  -19.786343  -18.210616
GaiaSource_465615-465669.csv.fapec  563395   271.409312  276.328082  -19.469119  -16.960499
GaiaSource_465670-465687.csv.fapec  564687   274.922252  277.031394  -19.153196  -17.896593
GaiaSource_465688-465702.csv.fapec  587397   274.570970  276.678418  -18.839119  -17.584977
GaiaSource_465703-465718.csv.fapec  580491   274.220303  276.327171  -18.520823  -17.426955
GaiaSource_465719-465736.csv.fapec  578295   274.923758  277.733470  -18.209341  -16.958359
GaiaSource_465737-465750.csv.fapec  590169   276.328708  278.436462  -17.738956  -16.802197
GaiaSource_465751-465767.csv.fapec  594520   275.978003  278.260896  -17.582390  -16.334994
GaiaSource_465768-465790.csv.fapec  559845   275.627352  277.733895  -17.268502  -15.869364
GaiaSource_465791-465853.csv.fapec  537136   272.815577  277.205523  -18.208270  -15.714513
GaiaSource_465854-465894.csv.fapec  543624   273.868213  277.030511  -16.955885  -15.095897
GaiaSource_465895-465933.csv.fapec  552496   274.221207  281.952318  -19.470606  -14.482555
GaiaSource_465934-465956.csv.fapec  554460   280.197095  282.653191  -18.838302  -17.584100
GaiaSource_465957-465976.csv.fapec  550918   279.845293  281.952520  -18.523576  -17.271206
GaiaSource_465977-466001.csv.fapec  548547   280.547399  283.709189  -18.208723  -16.958273
GaiaSource_466002-466027.csv.fapec  534584   281.250568  284.061233  -17.581313  -16.337954
GaiaSource_466028-466051.csv.fapec  531374   279.492715  283.358350  -18.209138  -15.716070
GaiaSource_466052-466068.csv.fapec  550683   279.142214  281.071434  -17.895166  -16.958167
GaiaSource_466069-466085.csv.fapec  567817   278.790774  281.249021  -17.582496  -16.335743
GaiaSource_466086-466100.csv.fapec  555780   278.439594  280.370365  -17.268977  -16.335071
GaiaSource_466101-466119.csv.fapec  574090   279.142384  281.952477  -16.957222  -15.714184
GaiaSource_466120-466141.csv.fapec  536262   280.548021  282.656035  -16.645310  -15.250265
GaiaSource_466142-466158.csv.fapec  546321   279.845561  282.128777  -16.333428  -15.095349
GaiaSource_466159-466179.csv.fapec  533980   280.372406  284.413981  -16.955613  -14.478170
GaiaSource_466180-466214.csv.fapec  525392   283.008308  285.467458  -16.644240  -15.095454
GaiaSource_466215-466248.csv.fapec  527736   282.658482  286.171215  -16.022493  -14.478941
GaiaSource_466249-466288.csv.fapec  523571   284.063445  286.870523  -15.248527  -13.862634
GaiaSource_466289-466318.csv.fapec  534796   281.954025  286.169102  -15.712283  -13.250229
GaiaSource_466319-466344.csv.fapec  523873   281.427593  284.058997  -15.093266  -13.862724
GaiaSource_466345-466369.csv.fapec  540221   281.251752  284.410908  -14.630129  -13.249216
GaiaSource_466370-466401.csv.fapec  523353   283.185217  285.466423  -14.322388  -12.638705
GaiaSource_466402-466429.csv.fapec  548287   282.657040  284.764429  -13.708199  -12.178685
GaiaSource_466430-466444.csv.fapec  572594   277.735087  284.236925  -16.956312  -12.027143
GaiaSource_466445-466463.csv.fapec  592298   278.086400  279.841147  -16.334035  -15.094989
GaiaSource_466464-466483.csv.fapec  550329   277.031773  278.788687  -16.333015  -15.095568
GaiaSource_466484-466497.csv.fapec  596547   277.735164  280.194932  -15.713552  -14.479174
GaiaSource_466498-466513.csv.fapec  548511   279.141631  280.897763  -15.556613  -14.477993
GaiaSource_466514-466531.csv.fapec  541170   278.789750  281.249220  -15.093364  -13.863302
GaiaSource_466532-466546.csv.fapec  574975   278.438733  280.193739  -14.785129  -13.862318
GaiaSource_466547-466565.csv.fapec  559953   276.680845  280.543604  -15.713299  -13.248602
GaiaSource_466566-466579.csv.fapec  567734   276.331289  278.085265  -15.403510  -14.478120
GaiaSource_466580-466596.csv.fapec  616231   275.979026  278.436761  -15.094774  -13.862552
GaiaSource_466597-466624.csv.fapec  567043   275.630554  278.613111  -14.785217  -13.248933
GaiaSource_466625-466637.csv.fapec  613227   277.735025  279.140081  -14.322677  -13.403891
GaiaSource_466638-466653.csv.fapec  574547   278.086677  279.843408  -13.860446  -12.789334
GaiaSource_466654-466671.csv.fapec  589132   277.032560  279.316164  -13.861513  -12.635804
GaiaSource_466672-466690.csv.fapec  558558   277.736528  281.600210  -14.476890  -12.026905
GaiaSource_466691-466716.csv.fapec  540438   280.548270  282.655093  -14.168456  -12.941983
GaiaSource_466717-466737.csv.fapec  530686   279.846813  282.303879  -13.860303  -12.636150
GaiaSource_466738-466761.csv.fapec  538113   280.549010  283.358465  -13.247661  -12.025695
GaiaSource_466762-466787.csv.fapec  550647   281.604670  284.060614  -12.788389  -11.419026
GaiaSource_466788-466810.csv.fapec  527737   281.252128  283.358219  -12.328340  -11.112835
GaiaSource_466811-466829.csv.fapec  526388   279.142546  283.007117  -13.246872  -10.807866
GaiaSource_466830-466850.csv.fapec  536434   278.790137  281.248069  -12.635335  -11.416148
