File                                sources  ra_min      ra_max      dec_min     dec_max
GaiaSource_481134-481378.csv.fapec  507138   296.722622  311.481818  -4.776439   4.774734
GaiaSource_481379-481511.csv.fapec  508256   295.314063  300.231668  -3.582380   -0.602407
GaiaSource_481512-481686.csv.fapec  504922   296.721109  303.746895  -2.382817   1.193273
GaiaSource_481687-481820.csv.fapec  503695   294.612740  302.340018  -2.385694   2.385840
GaiaSource_481821-481916.csv.fapec  510751   293.909700  298.120643  -1.788343   0.892759
GaiaSource_481917-481993.csv.fapec  511447   292.505237  297.067980  -1.193167   1.192568
GaiaSource_481994-482089.csv.fapec  508639   293.909087  299.529727  0.002440    2.384238
GaiaSource_482090-482202.csv.fapec  501490   296.020278  300.934226  1.046077    3.579682
GaiaSource_482203-482293.csv.fapec  503077   295.314447  299.530460  1.792805    4.329285
GaiaSource_482294-482495.csv.fapec  520436   297.424548  306.560889  0.005743    4.775601
GaiaSource_482496-482734.csv.fapec  511358   302.346659  309.367561  2.389054    5.976264
GaiaSource_482735-482907.csv.fapec  506909   299.537856  307.966617  2.390662    7.175600
GaiaSource_482908-483027.csv.fapec  509982   298.127630  303.390968  3.586081    5.977251
GaiaSource_483028-483188.csv.fapec  506184   299.533694  306.554867  4.782233    7.780605
GaiaSource_483189-483328.csv.fapec  502863   281.074825  305.851076  -9.593932   9.589465
GaiaSource_483329-483343.csv.fapec  558865   280.548687  281.952653  -9.442240   -8.385737
GaiaSource_483344-483358.csv.fapec  553939   281.250648  282.654884  -8.988696   -7.934809
GaiaSource_483359-483373.csv.fapec  553931   279.845743  282.127691  -8.989036   -7.784194
GaiaSource_483374-483386.csv.fapec  542833   280.196949  281.951159  -8.384830   -7.483445
GaiaSource_483387-483399.csv.fapec  568275   280.723557  283.358091  -8.384313   -7.181248
GaiaSource_483400-483413.csv.fapec  543312   281.953609  284.061364  -8.082756   -7.031764
GaiaSource_483414-483427.csv.fapec  534973   281.602943  283.885250  -7.782110   -6.580853
GaiaSource_483428-483439.csv.fapec  562577   281.251516  282.655250  -7.481083   -6.580096
GaiaSource_483440-483452.csv.fapec  560467   281.954840  283.357636  -7.179979   -6.279642
GaiaSource_483453-483476.csv.fapec  539719   279.145293  283.006518  -8.383339   -5.981130
GaiaSource_483477-483508.csv.fapec  555245   278.442473  281.248802  -7.780372   -6.580524
GaiaSource_483509-483528.csv.fapec  582812   279.143141  281.952436  -7.180527   -5.979711
GaiaSource_483529-483541.csv.fapec  574643   280.548221  282.654250  -6.729504   -5.830675
GaiaSource_483542-483556.csv.fapec  541977   280.195512  282.478691  -6.578750   -5.380140
GaiaSource_483557-483572.csv.fapec  557449   279.847392  281.776745  -6.278750   -5.380154
GaiaSource_483573-483587.csv.fapec  550542   280.547498  284.413567  -7.178900   -4.781186
GaiaSource_483588-483604.csv.fapec  536886   283.360291  285.291476  -6.879230   -5.979800
GaiaSource_483605-483621.csv.fapec  517255   283.008784  285.468481  -6.578192   -5.380855
GaiaSource_483622-483637.csv.fapec  532585   282.656522  284.763709  -6.277973   -5.231649
GaiaSource_483638-483659.csv.fapec  528766   283.360083  286.170234  -5.977398   -4.781327
GaiaSource_483660-483689.csv.fapec  534798   284.240001  286.872895  -5.378565   -4.182086
GaiaSource_483690-483714.csv.fapec  535083   282.306770  286.169819  -5.978425   -3.584426
GaiaSource_483715-483731.csv.fapec  529167   281.955776  283.708560  -5.678088   -4.780494
GaiaSource_483732-483751.csv.fapec  541536   281.603298  284.061101  -5.377300   -4.182748
GaiaSource_483752-483775.csv.fapec  532572   281.250391  283.357335  -5.079157   -3.585126
GaiaSource_483776-483798.csv.fapec  530697   283.359532  285.465155  -4.778802   -3.434961
GaiaSource_483799-483825.csv.fapec  538830   282.658313  285.289692  -4.180806   -2.986265
GaiaSource_483826-483871.csv.fapec  527895   277.736402  284.764660  -7.177156   -2.389236
GaiaSource_483872-483910.csv.fapec  533246   277.032530  280.546721  -6.577760   -4.782781
GaiaSource_483911-483941.csv.fapec  533252   278.792135  281.249708  -5.678249   -4.182158
GaiaSource_483942-483969.csv.fapec  538990   276.857620  280.543233  -5.977598   -3.585407
GaiaSource_483970-484035.csv.fapec  545395   275.625818  278.788120  -5.827479   -3.586057
GaiaSource_484036-484084.csv.fapec  535258   277.045472  279.842373  -4.479668   -2.986255
GaiaSource_484085-484136.csv.fapec  525117   277.736202  282.654791  -4.779460   -2.391508
GaiaSource_484137-484190.csv.fapec  530046   279.845750  284.061771  -3.731427   -1.940943
GaiaSource_484191-484237.csv.fapec  543477   279.142270  283.532879  -3.581606   -1.194828
GaiaSource_484238-484263.csv.fapec  526548   278.790911  281.248115  -2.983942   -1.793832
GaiaSource_484264-484316.csv.fapec  535158   278.438865  282.652063  -2.686274   -0.895839
GaiaSource_484317-484367.csv.fapec  528161   279.848469  287.576820  -4.777844   -0.001459
GaiaSource_484368-484407.csv.fapec  527372   285.470232  288.279835  -4.180155   -2.689924
GaiaSource_484408-484449.csv.fapec  529852   286.173892  289.682664  -3.581366   -1.791965
GaiaSource_484450-484482.csv.fapec  520689   285.119624  288.982680  -3.579552   -1.194175
GaiaSource_484483-484508.csv.fapec  513355   284.766886  286.873997  -3.282793   -2.090560
GaiaSource_484509-484532.csv.fapec  530791   284.066763  286.522267  -2.982645   -1.791003
GaiaSource_484533-484555.csv.fapec  527472   284.766667  287.576727  -2.386161   -1.194670
GaiaSource_484556-484583.csv.fapec  527410   285.821251  288.279325  -1.790012   -0.597427
GaiaSource_484584-484605.csv.fapec  524926   285.469968  287.575847  -1.491517   -0.150734
GaiaSource_484606-484647.csv.fapec  526423   286.524672  291.092675  -2.386688   -0.000234
GaiaSource_484648-484684.csv.fapec  511258   288.284897  291.793444  -1.490193   -0.003633
GaiaSource_484685-484728.csv.fapec  508939   289.689668  292.496235  -0.596525   0.893128
GaiaSource_484729-484763.csv.fapec  526871   287.579690  291.441902  -1.192711   1.192359
GaiaSource_484764-484789.csv.fapec  524737   286.876094  289.334772  -0.596100   0.744515
GaiaSource_484790-484820.csv.fapec  523027   287.578562  290.916562  0.002638    1.193371
GaiaSource_484821-484853.csv.fapec  513985   288.281823  291.092704  0.598549    1.938110
GaiaSource_484854-484878.csv.fapec  513901   283.360329  290.213971  -2.385135   2.387583
GaiaSource_484879-484894.csv.fapec  523929   283.887982  285.467355  -1.788098   -0.746980
GaiaSource_484895-484912.csv.fapec  532641   282.657820  284.940040  -1.790500   -0.598131
GaiaSource_484913-484926.csv.fapec  527461   283.360418  284.764447  -1.044310   -0.149821
GaiaSource_484927-484946.csv.fapec  522559   283.888575  286.521672  -1.192669   -0.000219
GaiaSource_484947-484966.csv.fapec  529206   284.415263  286.874596  -0.595283   0.596561
GaiaSource_484967-485001.csv.fapec  530727   282.129893  286.166908  -1.190094   1.185364
GaiaSource_485002-485031.csv.fapec  527407   281.601826  284.061307  -0.743179   0.595157
GaiaSource_485032-485128.csv.fapec  529444   281.253175  287.574938  -0.297931   2.387617
GaiaSource_485129-485154.csv.fapec  527495   285.821700  288.280073  0.447702    1.789919
GaiaSource_485155-485187.csv.fapec  519155   285.478351  288.629963  0.895931    2.386465
GaiaSource_485188-485212.csv.fapec  517982   287.581291  289.686024  1.493288    2.685881
GaiaSource_485213-485235.csv.fapec  531999   286.876100  289.333123  1.791773    2.985425
GaiaSource_485236-485276.csv.fapec  514315   284.767057  288.982916  1.204806    3.582174
GaiaSource_485277-485321.csv.fapec  526256   284.065040  287.577779  1.792927    3.579954
GaiaSource_485322-485340.csv.fapec  513246   286.172169  288.280307  2.837987    3.882124
GaiaSource_485341-485363.csv.fapec  539855   285.470203  287.928370  2.986520    4.180857
GaiaSource_485364-485445.csv.fapec  518967   274.221032  287.572803  -4.778874   4.778659
GaiaSource_485446-485579.csv.fapec  534233   272.812999  278.433994  -3.580652   -1.197044
GaiaSource_485580-485695.csv.fapec  530186   274.219945  279.839689  -2.385832   -0.001660
GaiaSource_485696-485819.csv.fapec  525427   275.628178  281.245976  -1.192516   1.192935
GaiaSource_485820-485941.csv.fapec  526974   271.408647  279.842495  -2.385832   2.385742
GaiaSource_485942-486016.csv.fapec  533116   271.232939  275.622362  -1.190979   1.190861
GaiaSource_486017-486096.csv.fapec  536163   270.002596  273.689335  -1.043676   1.192434
GaiaSource_486097-486187.csv.fapec  536501   271.409126  277.028787  0.003442    2.386545
GaiaSource_486188-486260.csv.fapec  527199   274.573366  278.436181  1.195158    2.984923
GaiaSource_486261-486327.csv.fapec  528080   272.818873  277.728925  1.194249    3.582722
GaiaSource_486328-486387.csv.fapec  531580   273.517262  277.028183  2.388863    4.180618
GaiaSource_486388-486466.csv.fapec  522994   274.923529  283.001583  0.003252    4.779506
GaiaSource_486467-486576.csv.fapec  523360   278.441038  284.058994  1.196771    3.582630
GaiaSource_486577-486640.csv.fapec  525131   279.142992  282.652764  2.392917    4.181003
GaiaSource_486641-486782.csv.fapec  518274   280.548903  286.871646  2.394360    5.825329
GaiaSource_486783-486917.csv.fapec  523829   278.087022  285.639058  2.389011    7.177800
GaiaSource_486918-486974.csv.fapec  528317   277.033618  279.842469  2.687410    4.629073
GaiaSource_486975-487015.csv.fapec  526166   278.263905  281.249081  3.584252    5.376927
GaiaSource_487016-487065.csv.fapec  527694   276.329064  280.546036  3.586372    5.976484
GaiaSource_487066-487124.csv.fapec  530379   275.626925  279.664967  4.182464    5.977987
GaiaSource_487125-487173.csv.fapec  525591   277.033337  281.950756  4.782140    7.179249
GaiaSource_487174-487224.csv.fapec  518998   279.847074  282.650479  5.080964    6.879131
GaiaSource_487225-487306.csv.fapec  523604   279.142754  284.058888  5.979404    8.383538
GaiaSource_487307-487347.csv.fapec  521108   278.439924  281.248370  6.580304    7.782004
GaiaSource_487348-487395.csv.fapec  514189   279.141870  282.651416  7.182783    8.988736
GaiaSource_487396-487441.csv.fapec  514526   279.844632  293.550761  0.000873    9.593338
GaiaSource_487442-487498.csv.fapec  512985   291.096790  294.608546  0.598786    2.386346
GaiaSource_487499-487553.csv.fapec  503917   290.920302  295.309357  1.196404    3.582297
GaiaSource_487554-487592.csv.fapec  514065   289.864097  292.498257  1.343838    2.984075
GaiaSource_487593-487628.csv.fapec  506617   289.690486  293.199327  2.240686    3.580420
GaiaSource_487629-487668.csv.fapec  513050   291.095368  293.903027  2.986100    4.180103
GaiaSource_487669-487726.csv.fapec  506753   291.799656  296.714256  2.388345    4.779310
GaiaSource_487727-487794.csv.fapec  502859   294.435551  298.123492  3.583824    5.377173
GaiaSource_487795-487846.csv.fapec  510203   292.853569  297.418423  3.585513    5.977321
GaiaSource_487847-487891.csv.fapec  501355   292.500999  296.365416  4.483491    5.978947
GaiaSource_487892-487939.csv.fapec  509472   289.336903  296.716100  2.388778    7.176807
GaiaSource_487940-487971.csv.fapec  505054   288.634209  291.093294  2.687252    4.179878
GaiaSource_487972-488001.csv.fapec  510246   288.283048  291.444074  3.286456    4.778820
GaiaSource_488002-488039.csv.fapec  511070   290.040136  292.498386  3.735510    5.377561
GaiaSource_488040-488078.csv.fapec  510106   287.581620  291.794278  3.583948    5.977960
GaiaSource_488079-488115.csv.fapec  513883   286.876239  289.684704  4.183073    5.378424
GaiaSource_488116-488156.csv.fapec  511131   287.580707  291.090837  4.781806    6.278958
GaiaSource_488157-488187.csv.fapec  517174   288.283006  290.739539  5.380892    6.878032
GaiaSource_488188-488222.csv.fapec  513921   289.337416  293.903298  4.781736    7.179643
GaiaSource_488223-488254.csv.fapec  507435   291.095807  293.377199  5.380462    7.029528
GaiaSource_488255-488291.csv.fapec  499583   292.324452  295.309482  5.981153    7.780843
GaiaSource_488292-488323.csv.fapec  506771   290.745395  294.608813  5.979884    8.384544
GaiaSource_488324-488351.csv.fapec  518248   290.393487  292.499469  6.279534    7.782342
GaiaSource_488352-488377.csv.fapec  514521   289.688518  291.794088  6.582197    8.081985
GaiaSource_488378-488399.csv.fapec  508296   290.392267  293.201985  7.184065    8.384588
GaiaSource_488400-488425.csv.fapec  516027   291.270933  293.905152  7.784004    8.988340
GaiaSource_488426-488465.csv.fapec  506397   291.094805  299.177056  4.783804    9.592316
GaiaSource_488466-488553.csv.fapec  515420   296.722456  300.936502  5.382386    7.781876
GaiaSource_488554-488627.csv.fapec  515392   295.315213  300.232463  5.982477    8.384690
GaiaSource_488628-488697.csv.fapec  514611   296.015774  299.529169  7.182318    9.287285
GaiaSource_488698-488803.csv.fapec  501902   297.423116  303.747777  7.184583    10.197171
GaiaSource_488804-488892.csv.fapec  500242   298.126166  303.044503  8.387619    10.804676
GaiaSource_488893-488971.csv.fapec  508518   294.610315  302.335577  7.181109    12.022673
GaiaSource_488972-489019.csv.fapec  520438   293.908193  296.717998  7.783524    9.290280
GaiaSource_489020-489073.csv.fapec  515178   294.963071  298.123463  8.386574    10.199262
GaiaSource_489074-489112.csv.fapec  518543   293.204794  297.420313  8.386565    10.804957
GaiaSource_489113-489145.csv.fapec  521158   292.501918  294.958536  8.990825    10.502525
GaiaSource_489146-489186.csv.fapec  518245   293.204367  296.715932  9.595719    11.412753
GaiaSource_489187-489228.csv.fapec  509986   293.907035  298.826182  9.595052    12.023557
GaiaSource_489229-489295.csv.fapec  504769   296.721735  300.228554  10.201613   12.024458
GaiaSource_489296-489356.csv.fapec  502557   296.017240  300.932660  10.809875   13.244660
GaiaSource_489357-489397.csv.fapec  497507   295.314201  298.121864  11.416609   12.787221
GaiaSource_489398-489444.csv.fapec  507323   296.016546  299.529562  12.026834   13.859632
GaiaSource_489445-489508.csv.fapec  510348   285.824287  298.824960  4.781444    14.476948
GaiaSource_489509-489563.csv.fapec  509048   285.475310  289.685048  5.681617    7.481244
GaiaSource_489564-489649.csv.fapec  511949   284.065200  289.333401  5.983332    8.383104
GaiaSource_489650-489743.csv.fapec  504117   284.769850  290.389581  7.181371    9.592777
GaiaSource_489744-489773.csv.fapec  515941   288.282629  291.092747  7.783132    8.987479
GaiaSource_489774-489804.csv.fapec  519763   288.635729  291.794272  8.385962    9.592397
GaiaSource_489805-489836.csv.fapec  514846   289.688627  292.499851  8.990373    10.197718
GaiaSource_489837-489905.csv.fapec  507960   286.876992  291.792719  8.386148    10.806336
GaiaSource_489906-490001.csv.fapec  507889   283.366113  291.091959  7.182916    12.019839
GaiaSource_490002-490067.csv.fapec  504906   282.658046  286.520970  7.788361    9.593330
GaiaSource_490068-490103.csv.fapec  518691   284.064873  286.872485  8.994903    10.502250
GaiaSource_490104-490136.csv.fapec  514949   281.954938  285.817975  8.387849    10.805723
GaiaSource_490137-490166.csv.fapec  500848   281.251726  283.709337  8.990778    10.350829
GaiaSource_490167-490196.csv.fapec  525306   281.954637  285.289654  9.596717    10.805917
GaiaSource_490197-490223.csv.fapec  513828   282.657874  285.466778  10.200945   11.414786
GaiaSource_490224-490251.csv.fapec  514586   283.362885  287.572886  9.594532    12.023973
GaiaSource_490252-490283.csv.fapec  514346   285.470546  288.280373  10.201893   11.414281
GaiaSource_490284-490315.csv.fapec  520164   285.821021  288.982893  10.808166   12.023904
GaiaSource_490316-490349.csv.fapec  516186   286.876059  289.683798  11.415645   12.634495
GaiaSource_490350-490376.csv.fapec  515598   284.944017  288.982490  10.808061   13.246418
GaiaSource_490377-490402.csv.fapec  514853   284.414897  286.873435  11.263938   12.633446
GaiaSource_490403-490436.csv.fapec  525676   284.062778  287.400844  11.720973   13.247409
GaiaSource_490437-490457.csv.fapec  525198   286.173070  288.278596  12.331392   13.553374
GaiaSource_490458-490482.csv.fapec  499342   285.469811  287.927473  12.637312   13.860927
GaiaSource_490483-490502.csv.fapec  504493   286.174173  293.201233  9.594950    14.474458
GaiaSource_490503-490526.csv.fapec  510676   291.798557  293.905082  9.898917    11.261883
GaiaSource_490527-490554.csv.fapec  523816   291.095725  293.377375  10.202320   11.719160
GaiaSource_490555-490578.csv.fapec  513162   291.972890  294.958748  10.811146   12.024305
GaiaSource_490579-490601.csv.fapec  519482   292.677154  295.311221  11.415746   12.633852
GaiaSource_490602-490622.csv.fapec  497556   292.500866  294.607773  11.873799   13.093493
GaiaSource_490623-490667.csv.fapec  515906   289.688939  294.080468  10.808725   13.246823
GaiaSource_490668-490704.csv.fapec  501555   290.045546  293.377742  12.024812   13.246051
GaiaSource_490705-490738.csv.fapec  499100   291.096648  293.904832  12.640791   13.860534
GaiaSource_490739-490773.csv.fapec  506210   291.797976  296.715948  12.025778   14.476595
GaiaSource_490774-490800.csv.fapec  514878   293.907144  296.542679  12.636648   13.861613
GaiaSource_490801-490830.csv.fapec  520697   294.610390  297.419187  13.250668   14.476735
GaiaSource_490831-490861.csv.fapec  503996   295.313376  298.124426  13.862326   15.092260
GaiaSource_490862-490888.csv.fapec  504192   293.381599  297.418929  13.248611   15.713172
GaiaSource_490889-490918.csv.fapec  511458   292.853793  295.310484  13.709533   15.093588
GaiaSource_490919-490952.csv.fapec  502916   292.503502  296.014915  14.170669   15.713207
GaiaSource_490953-490977.csv.fapec  517163   294.435457  296.715961  14.940814   16.333120
GaiaSource_490978-491001.csv.fapec  513674   293.907490  296.014985  15.250124   16.645400
GaiaSource_491002-491054.csv.fapec  518763   288.281992  295.663347  12.025927   16.957558
GaiaSource_491055-491115.csv.fapec  506793   288.810181  292.497678  13.248913   15.093915
GaiaSource_491116-491154.csv.fapec  526427   287.580377  291.795136  13.250433   15.708160
GaiaSource_491155-491176.csv.fapec  507304   287.052167  289.685624  13.862695   15.093991
GaiaSource_491177-491201.csv.fapec  516861   286.876312  290.035174  14.324435   15.711952
GaiaSource_491202-491234.csv.fapec  490358   288.633029  291.091859  14.633657   16.332382
GaiaSource_491235-491268.csv.fapec  502791   288.282519  293.025315  14.481035   16.951464
GaiaSource_491269-491331.csv.fapec  518586   291.094693  294.256704  14.787464   16.955266
GaiaSource_491332-491357.csv.fapec  504013   293.205211  295.311102  16.025242   17.424414
GaiaSource_491358-491403.csv.fapec  505711   290.395491  294.783828  15.717820   18.209237
GaiaSource_491404-491479.csv.fapec  514592   289.692069  293.905445  16.336245   18.522266
GaiaSource_491480-491562.csv.fapec  506131   246.101639  293.552888  -19.466388  19.469898
GaiaSource_491563-491829.csv.fapec  507325   244.691831  251.715325  -18.208511  -14.483335
GaiaSource_491830-492139.csv.fapec  506497   243.287107  253.120340  -16.954304  -12.026863
GaiaSource_492140-492522.csv.fapec  506429   241.884135  250.311264  -15.709015  -10.205336
GaiaSource_492523-492774.csv.fapec  507030   246.274048  255.932018  -14.475319  -9.598875
GaiaSource_492775-493031.csv.fapec  516745   251.723805  258.748488  -12.018538  -7.787342
GaiaSource_493032-493383.csv.fapec  506453   247.510709  256.638410  -12.019944  -7.184319
GaiaSource_493384-493804.csv.fapec  506759   239.068020  255.932885  -14.474132  -4.784205
GaiaSource_493805-494390.csv.fapec  509244   236.258585  247.498780  -12.022746  -7.186741
GaiaSource_494391-494919.csv.fapec  507507   239.066336  252.416364  -9.584282   -4.783137
GaiaSource_494920-495475.csv.fapec  508313   241.875521  253.123753  -7.172202   -1.794716
GaiaSource_495476-495797.csv.fapec  530600   244.696936  261.555993  -9.590860   -0.002107
GaiaSource_495798-496031.csv.fapec  551656   256.643108  264.373564  -7.179376   -3.584976
GaiaSource_496032-496317.csv.fapec  532179   253.125286  262.964087  -7.178867   -2.390723
GaiaSource_496318-496638.csv.fapec  530194   254.186363  261.557447  -4.774642   -0.149911
GaiaSource_496639-496791.csv.fapec  569583   258.577405  267.182603  -4.777867   -0.002174
GaiaSource_496792-496943.csv.fapec  561223   261.569230  268.592604  -2.981697   -0.003910
GaiaSource_496944-497073.csv.fapec  551616   264.377578  269.995615  -1.190270   1.190452
GaiaSource_497074-497268.csv.fapec  557070   260.163082  268.592365  -2.385621   2.385932
GaiaSource_497269-497497.csv.fapec  548400   258.759382  267.183014  -1.189085   2.683839
GaiaSource_497498-497738.csv.fapec  533924   251.719453  266.830813  -4.773559   4.776817
GaiaSource_497739-498099.csv.fapec  509497   250.319502  258.741664  -3.578635   1.190014
GaiaSource_498100-498534.csv.fapec  510022   247.511849  257.338841  -2.380648   2.981787
GaiaSource_498535-498893.csv.fapec  518623   250.313738  261.557402  0.005952    4.766471
GaiaSource_498894-499174.csv.fapec  530184   257.349089  264.369238  2.392767    6.577633
GaiaSource_499175-499564.csv.fapec  517674   253.129712  262.259642  2.393358    7.782270
GaiaSource_499565-500276.csv.fapec  512139   232.032399  260.850809  -9.588969   9.590769
GaiaSource_500277-501155.csv.fapec  510558   230.635172  247.490887  -5.972069   1.189772
GaiaSource_501156-502152.csv.fapec  512169   227.819461  246.087131  -4.772296   4.764786
GaiaSource_502153-503324.csv.fapec  521512   225.009761  241.860795  -2.374207   7.175566
GaiaSource_503325-504180.csv.fapec  513622   230.642959  253.112262  0.007515    9.586655
GaiaSource_504181-504873.csv.fapec  512805   241.879521  254.526799  2.390625    9.592380
GaiaSource_504874-505420.csv.fapec  513973   248.908866  258.743325  5.835412    12.014870
GaiaSource_505421-506182.csv.fapec  514900   239.067448  255.933028  4.786488    14.470765
GaiaSource_506183-507173.csv.fapec  516812   236.253107  251.708916  7.186274    14.472113
GaiaSource_507174-507924.csv.fapec  518357   241.881598  271.226372  0.001936    19.458188
GaiaSource_507925-508013.csv.fapec  534905   268.595169  272.808103  0.600613    2.982769
GaiaSource_508014-508122.csv.fapec  537810   267.187662  272.106650  1.195046    3.880668
GaiaSource_508123-508208.csv.fapec  530515   268.595111  274.217223  2.390830    4.776778
GaiaSource_508209-508277.csv.fapec  532454   272.113808  275.621713  3.583633    5.528544
GaiaSource_508278-508370.csv.fapec  532051   270.003294  274.745052  3.584219    5.977991
GaiaSource_508371-508500.csv.fapec  541615   265.786906  274.214958  2.389632    7.178880
GaiaSource_508501-508680.csv.fapec  546241   264.381465  270.698137  3.585061    7.180465
GaiaSource_508681-508817.csv.fapec  539873   267.895306  272.810782  5.231680    8.381711
GaiaSource_508818-508949.csv.fapec  550458   267.191891  277.029331  4.780875    9.591384
GaiaSource_508950-509012.csv.fapec  540464   274.219360  278.260383  5.380160    7.180207
GaiaSource_509013-509075.csv.fapec  531906   273.518032  278.436197  5.980513    8.382582
GaiaSource_509076-509156.csv.fapec  532149   272.816849  277.030370  6.583797    8.987411
GaiaSource_509157-509213.csv.fapec  522475   274.222300  279.841002  7.181919    9.589987
GaiaSource_509214-509262.csv.fapec  536122   277.033542  280.544247  7.785109    9.592218
GaiaSource_509263-509306.csv.fapec  531157   278.438980  281.249463  8.990765    10.501998
GaiaSource_509307-509370.csv.fapec  528060   275.628959  280.195187  8.389582    10.804480
GaiaSource_509371-509432.csv.fapec  526662   276.509255  279.841953  9.596052    11.716782
GaiaSource_509433-509540.csv.fapec  526125   271.408993  278.784814  7.181808    12.023169
GaiaSource_509541-509675.csv.fapec  536367   270.001626  274.917496  8.388764    11.412519
GaiaSource_509676-509774.csv.fapec  527729   271.759561  277.729992  9.596103    12.022434
GaiaSource_509775-509878.csv.fapec  520686   272.818187  278.432309  10.809889   13.245379
GaiaSource_509879-510031.csv.fapec  517938   262.977615  277.026779  4.781033    14.473474
GaiaSource_510032-510271.csv.fapec  528279   261.567356  268.588332  5.980231    9.590777
GaiaSource_510272-510516.csv.fapec  531094   260.159428  269.999141  7.186865    12.021197
GaiaSource_510517-510851.csv.fapec  521650   258.754849  267.179470  8.387027    13.241847
GaiaSource_510852-511083.csv.fapec  525269   261.565847  272.810221  9.599988    14.473505
GaiaSource_511084-511277.csv.fapec  533649   267.194531  274.215690  10.810185   14.469740
GaiaSource_511278-511440.csv.fapec  525856   270.004645  275.620497  13.251557   15.710321
GaiaSource_511441-511697.csv.fapec  526749   264.385875  274.215284  12.032164   16.952526
GaiaSource_511698-511953.csv.fapec  523580   265.787178  272.803916  14.480630   18.207825
GaiaSource_511954-512028.csv.fapec  511647   268.598803  282.654428  9.595344    19.462770
GaiaSource_512029-512067.csv.fapec  518751   279.845668  283.006882  10.202373   12.022984
GaiaSource_512068-512101.csv.fapec  519325   281.605655  284.059704  11.111777   12.633519
GaiaSource_512102-512146.csv.fapec  523874   279.142663  283.357069  10.808889   13.246418
GaiaSource_512147-512207.csv.fapec  518463   278.440068  281.949392  11.415761   13.246453
GaiaSource_512208-512261.csv.fapec  524473   279.847989  284.763809  12.026034   14.476169
GaiaSource_512262-512297.csv.fapec  520936   282.833239  285.464618  12.333010   13.859942
GaiaSource_512298-512335.csv.fapec  514433   282.657346  286.169134  13.097206   14.475703
GaiaSource_512336-512362.csv.fapec  511682   284.066048  286.872971  13.862912   15.093350
GaiaSource_512363-512402.csv.fapec  526948   281.954840  286.170365  13.248749   15.712151
GaiaSource_512403-512455.csv.fapec  532143   281.251200  284.763300  13.863505   15.711594
GaiaSource_512456-512507.csv.fapec  527266   282.657684  285.468418  14.788335   16.642522
GaiaSource_512508-512592.csv.fapec  518436   277.035276  284.411450  12.026572   16.957326
GaiaSource_512593-512695.csv.fapec  516690   275.629715  281.246467  13.251141   15.710758
GaiaSource_512696-512788.csv.fapec  514895   276.334971  282.477486  14.478245   16.954686
GaiaSource_512789-512855.csv.fapec  522574   279.846552  284.061124  15.098553   17.268797
GaiaSource_512856-512928.csv.fapec  515481   278.968407  283.709327  15.716791   18.207501
GaiaSource_512929-513016.csv.fapec  510046   278.440295  282.655685  16.491371   19.150146
GaiaSource_513017-513045.csv.fapec  519254   280.551318  288.278535  14.478638   19.467739
GaiaSource_513046-513072.csv.fapec  519300   285.469618  288.102990  15.096700   16.332216
GaiaSource_513073-513101.csv.fapec  502510   286.173606  288.983933  15.715899   16.956875
GaiaSource_513102-513140.csv.fapec  515078   286.876459  289.685126  16.336255   17.582662
GaiaSource_513141-513175.csv.fapec  524157   284.767129  288.983937  15.714979   18.208722
GaiaSource_513176-513215.csv.fapec  506007   284.066890  286.522281  16.337058   18.207160
GaiaSource_513216-513249.csv.fapec  523499   285.996379  288.280479  16.959549   18.838123
GaiaSource_513250-513288.csv.fapec  512317   285.473550  290.388194  16.958493   19.469622
GaiaSource_513289-513348.csv.fapec  523856   288.282027  291.619859  17.428105   19.470913
GaiaSource_513349-513383.csv.fapec  512623   290.040898  292.499474  18.528796   20.102854
GaiaSource_513384-513422.csv.fapec  510422   287.579265  291.795353  18.212769   20.740023
GaiaSource_513423-513465.csv.fapec  523097   286.877379  289.683870  18.840371   20.420699
GaiaSource_513466-513508.csv.fapec  508895   287.579971  291.090619  19.475200   21.378740
GaiaSource_513509-513555.csv.fapec  501992   283.360477  290.388264  16.960590   22.022827
GaiaSource_513556-513608.csv.fapec  513831   282.660055  286.169254  17.585476   19.470020
GaiaSource_513609-513660.csv.fapec  513046   284.064339  286.873427  18.683462   20.422679
GaiaSource_513661-513732.csv.fapec  504166   281.254841  285.818343  18.210316   20.739958
GaiaSource_513733-513797.csv.fapec  511295   282.658613  287.576829  19.473200   22.021379
GaiaSource_513798-513845.csv.fapec  504792   285.470189  288.280216  19.789819   21.540961
GaiaSource_513846-513888.csv.fapec  499234   286.174820  289.685281  20.744379   22.668321
GaiaSource_513889-513939.csv.fapec  505602   284.767291  288.983265  20.745746   23.315751
GaiaSource_513940-514006.csv.fapec  509092   284.063245  288.278238  21.382505   23.479079
GaiaSource_514007-514100.csv.fapec  515591   274.219853  288.102215  14.481652   24.621222
GaiaSource_514101-514251.csv.fapec  524128   272.815102  278.435270  15.721331   18.205065
GaiaSource_514252-514384.csv.fapec  525621   274.222959  280.718819  16.961499   19.470684
GaiaSource_514385-514511.csv.fapec  517270   275.629940  281.246847  18.215086   20.741634
GaiaSource_514512-514696.csv.fapec  523252   270.884880  279.840139  16.959063   22.023607
GaiaSource_514697-514899.csv.fapec  511215   270.005812  278.082730  18.687329   22.023107
GaiaSource_514900-515083.csv.fapec  508690   272.813604  281.950258  19.474092   24.622079
